mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0691385269165039,0.010285302016211586,0.004971170425415039,0.00039403996489895793,gini,5,1,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7722129621809124,0.7793081171161694,0.7882959885317639,0.7898931229851387,0.7827048047715514,0.7824829991171072,0.0063922376960420975,42
0.06699018478393555,0.002385712189341892,0.005625009536743164,0.0007964797912175217,gini,5,1,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7722129621809124,0.7793081171161694,0.7882959885317639,0.7898931229851387,0.7827048047715514,0.7824829991171072,0.0063922376960420975,42
0.06768808364868165,0.0013172767871425985,0.0055636405944824215,0.0003967583913282964,gini,5,1,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7722129621809124,0.7793081171161694,0.7882959885317639,0.7898931229851387,0.7818827848231883,0.7823185951274345,0.0063949891306348235,45
0.06517009735107422,0.0017059113569099227,0.005253887176513672,0.000307992387232485,gini,5,2,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7722129621809124,0.7789497940698604,0.7887910512281504,0.7898931229851387,0.7827048047715514,0.7825103470471226,0.0065223325881752624,40
0.06354889869689942,0.0007519670370163057,0.004915809631347657,0.00015626482595199954,gini,5,2,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7722129621809124,0.7789497940698604,0.7887910512281504,0.7898931229851387,0.7827048047715514,0.7825103470471226,0.0065223325881752624,40
0.06440320014953613,0.0003735737677405426,0.005495405197143555,0.0008855349348288838,gini,5,2,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7736762940123804,0.7789497940698604,0.7887910512281504,0.7898931229851387,0.7818827848231883,0.7826386094237436,0.0060824704560513195,37
0.06338276863098144,0.0005416432844901221,0.004971551895141602,0.00013440697208165971,gini,5,4,2,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7736762940123804,0.778701886222493,0.7878354873297243,0.7898931229851387,0.7830664186441557,0.7826346418387784,0.005926876683356532,38
0.06307044029235839,0.0007315270973377132,0.0048978328704833984,0.00014149454713920063,gini,5,4,5,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7736762940123804,0.778701886222493,0.7878354873297243,0.7898931229851387,0.7830664186441557,0.7826346418387784,0.005926876683356532,38
0.06322216987609863,0.0007054070801529657,0.0047985553741455075,0.00014891454205255949,gini,5,4,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7736762940123804,0.778701886222493,0.7878354873297243,0.7898931229851387,0.7822443986957928,0.7824702378491059,0.005924019771075394,44
0.10445466041564941,0.009447332574861717,0.005005645751953125,0.00018385850268309704,gini,10,1,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9051182775631789,0.9025194876115982,0.9092107926237283,0.9048684639239181,0.9147549563229761,0.9072943956090798,0.0043070389912019105,28
0.10098609924316407,0.0033579833031322968,0.0050445556640625,0.00010093197608775476,gini,10,1,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9010850199795825,0.9033700037228978,0.9071734837293847,0.9061044346971358,0.9152393241464822,0.9065944532550965,0.00481788578131667,29
0.09983758926391602,0.0022565916126329275,0.005562114715576172,0.0010334625552614392,gini,10,1,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9027487148003112,0.903007020125956,0.9067220937279633,0.904236350433553,0.9083538515890898,0.9050136061353745,0.002183410916156116,31
0.09993658065795899,0.0026169712717785134,0.0049285888671875,0.0001275739475851103,gini,10,2,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.903184235853332,0.9027022121975455,0.9087523266612707,0.9023090919780224,0.9096836981698645,0.905326312972007,0.0032031983187105796,30
0.10008354187011718,0.0025128451971218897,0.0050542354583740234,7.817512167283906e-05,gini,10,2,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9010948155079749,0.9022330878383054,0.9087948079370132,0.8987030416571969,0.9096536318359418,0.9040958769552866,0.004348048236661666,32
0.1000373363494873,0.0028454694414741886,0.004934883117675782,0.00010979423820430897,gini,10,2,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9007571458830338,0.9015429409842861,0.9066812659763874,0.90349811007203,0.9072164849352317,0.9039391895701938,0.002619985051990271,33
0.0992321491241455,0.002635893045504864,0.005011129379272461,0.0001587633167158492,gini,10,4,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8981875168537684,0.8970241588099088,0.9086693042117822,0.9001912633766365,0.9054075850740353,0.9018959656652262,0.004440781247799281,35
