mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.09686286449432373,0.0006945621246289314,0.0023838043212890624,7.264463478206921e-05,gini,10,2,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9091653027823241,0.9148936170212766,0.9050736497545008,0.9140752864157119,0.9099836333878887,0.9173486088379705,0.8944353518821604,0.9041769041769042,0.9115479115479116,0.9082719082719083,0.9088972174078558,0.00623627425270607,3
0.09724717140197754,0.001080955230115166,0.0023978471755981444,5.820403053883413e-05,gini,10,2,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9091653027823241,0.9157119476268413,0.9067103109656302,0.9108019639934534,0.9058919803600655,0.9173486088379705,0.8936170212765957,0.9058149058149059,0.9090909090909091,0.9066339066339066,0.9080786857382602,0.00613861298371577,7
0.09703352451324462,0.0011570904800282315,0.0023860692977905273,6.688654239777036e-05,gini,10,2,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9099836333878887,0.911620294599018,0.9034369885433715,0.9132569558101473,0.9075286415711947,0.9165302782324058,0.8936170212765957,0.9074529074529074,0.9099099099099099,0.9058149058149059,0.9079151536598344,0.005949837043947909,8
0.09670915603637695,0.0012302977581598075,0.0023809432983398437,7.964466756319623e-05,gini,10,4,2,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9108019639934534,0.9148936170212766,0.9018003273322422,0.9132569558101473,0.9108019639934534,0.9198036006546645,0.8911620294599017,0.9082719082719083,0.9099099099099099,0.9033579033579033,0.9084060179804861,0.0075878848909333016,6
0.09720089435577392,0.0016160202906373893,0.0025469064712524414,0.00043200812653550115,gini,10,4,5,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9099836333878887,0.9140752864157119,0.9026186579378068,0.9148936170212766,0.9091653027823241,0.9189852700490998,0.8944353518821604,0.9099099099099099,0.9074529074529074,0.9033579033579033,0.908487784019699,0.0066818804727313144,5
0.09712018966674804,0.0022287321723166846,0.0024192094802856444,0.00014616767984062225,gini,10,4,10,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9108019639934534,0.9140752864157119,0.9018003273322422,0.9124386252045826,0.9099836333878887,0.9198036006546645,0.8927986906710311,0.9107289107289107,0.9082719082719083,0.9041769041769042,0.9084879850837296,0.007049770864523338,4
0.08810160160064698,0.001095145120667005,0.0023114681243896484,6.39158368119539e-05,entropy,5,1,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7646738540355562,0.0112891858595108,31
0.0880864143371582,0.0008727223151990949,0.0024558067321777343,0.00037362525552985556,entropy,5,1,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7657657657657657,0.7698607698607699,0.7645919539536561,0.011277990875716617,36
0.08787131309509277,0.000477367440050705,0.0023309469223022463,5.205066376308779e-05,entropy,5,1,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7667757774140753,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7647556870961126,0.011301153386668858,28
0.08804612159729004,0.0009320978896362781,0.0023467540740966797,8.246091820828811e-05,entropy,5,2,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7646738540355562,0.0112891858595108,31
0.08839454650878906,0.0010722718889725205,0.0023291826248168944,6.630952197200196e-05,entropy,5,2,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7646738540355562,0.0112891858595108,31
0.08821978569030761,0.0011550571681055975,0.0023625850677490234,7.647531528170546e-05,entropy,5,2,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7667757774140753,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7647556870961126,0.011301153386668858,28
0.08802785873413085,0.0008541322033936823,0.0023125171661376952,5.7401489945849755e-05,entropy,5,4,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7646738540355562,0.0112891858595108,31
0.0881772756576538,0.001406323434977633,0.002374577522277832,8.646190190921898e-05,entropy,5,4,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7659574468085106,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7646738540355562,0.0112891858595108,31
0.08843438625335694,0.0012100307049776682,0.0023313522338867187,8.368738013238889e-05,entropy,5,4,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7716857610474632,0.7839607201309329,0.7512274959083469,0.7667757774140753,0.7512274959083469,0.7487725040916531,0.7594108019639935,0.778050778050778,0.7665847665847666,0.7698607698607699,0.7647556870961126,0.011301153386668858,28
0.1374124765396118,0.0012403499352804104,0.002424740791320801,6.186513755883394e-05,entropy,10,1,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.9042553191489362,0.9124386252045826,0.9091653027823241,0.9034369885433715,0.9124386252045826,0.9222585924713584,0.9009819967266776,0.8918918918918919,0.8984438984438985,0.9074529074529074,0.9062764147870531,0.008059443712760276,13
0.13686065673828124,0.0010859753337577214,0.0024125099182128905,4.569219758595901e-05,entropy,10,1,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.9042553191489362,0.9108019639934534,0.9083469721767594,0.9034369885433715,0.9157119476268413,0.9238952536824877,0.9026186579378068,0.8927108927108927,0.8984438984438985,0.9074529074529074,0.9067674801717354,0.008331214233199179,10
0.13650696277618407,0.0006507072286380412,0.0024451255798339845,8.611309428007087e-05,entropy,10,1,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.9034369885433715,0.9124386252045826,0.9099836333878887,0.9042553191489362,0.9099836333878887,0.9206219312602292,0.900163666121113,0.8927108927108927,0.8992628992628993,0.9017199017199017,0.9054577490747704,0.007536835873881721,14
0.1368455171585083,0.0010184491816719753,0.002427816390991211,4.055625475154934e-05,entropy,10,2,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.9026186579378068,0.911620294599018,0.9124386252045826,0.9042553191489362,0.9140752864157119,0.9230769230769231,0.8968903436988543,0.8910728910728911,0.9025389025389026,0.9082719082719083,0.9066859151965534,0.008732656691401084,12
0.13626930713653565,0.0008850922926934308,0.0025108814239501952,0.00037885885838646665,entropy,10,2,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.9026186579378068,0.9140752864157119,0.9108019639934534,0.9042553191489362,0.9140752864157119,0.9247135842880524,0.900163666121113,0.8910728910728911,0.9009009009009009,0.904995904995905,0.9067673461290482,0.008922763997525084,11
0.136229944229126,0.0009956560473138385,0.0023813486099243165,7.651456955795345e-05,entropy,10,2,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.9050736497545008,0.9108019639934534,0.9091653027823241,0.9050736497545008,0.9108019639934534,0.9206219312602292,0.9018003273322422,0.8886158886158886,0.9000819000819,0.9009009009009009,0.9052937478469394,0.008046958169294143,15
0.1355742931365967,0.001003799418724624,0.002422595024108887,0.00010107932455881153,entropy,10,4,2,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.9034369885433715,0.911620294599018,0.9124386252045826,0.9018003273322422,0.9108019639934534,0.9189852700490998,0.8985270049099836,0.8869778869778869,0.895986895986896,0.9000819000819,0.9040657157678436,0.008969303338286879,18
0.13529858589172364,0.000920773529129261,0.0024109125137329102,6.175533205116369e-05,entropy,10,4,5,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.9050736497545008,0.9108019639934534,0.9132569558101473,0.9009819967266776,0.9124386252045826,0.9189852700490998,0.897708674304419,0.8853398853398854,0.8951678951678952,0.9017199017199017,0.9041474818070563,0.009532868401561085,17
0.13552522659301758,0.0013319965498631437,0.0023769378662109376,4.753616870370059e-05,entropy,10,4,10,"{'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9026186579378068,0.9108019639934534,0.911620294599018,0.9018003273322422,0.9108019639934534,0.9206219312602292,0.897708674304419,0.8902538902538902,0.8968058968058968,0.9017199017199017,0.9044753502200311,0.008466807458821727,16
